"","id","name","p_val","log_fold_change","sig_rank"
"8325","AT2G30490","ATC4H",0.00908080603325102,53.6671839433833,6.78296392452878
"8319","AT5G23070","AtTK1b",0.00904531178663061,3.39942313146968,6.78861405210045
"8314","AT1G03360","ATRRP4",0.0090117063772477,2.1629814069446,6.79398397674672
"8306","AT4G30010",NA,0.0089759433227992,17.3310296628455,6.79972071836051
"8302","AT4G10790","PUX10",0.00896260607972263,8.89072569957806,6.80186599527889
"8301","AT4G37910","mtHsc70-1",0.00896168413425944,22.0136958768919,6.80201440686261
"8299","AT1G70340","CORD5",0.00894566257810743,1.95391620468966,6.80459594237946
"8297","AT1G51070","bHLH115",0.00890289459543437,15.7652726298996,6.81150980930989
"8296","AT3G21560","BRT1",0.00889735941281401,21.1918779666261,6.81240705277288
"8291","AT1G54610",NA,0.00886291336443003,10.9155010032919,6.81800327374508
"8284","AT3G25220","FKBP15-1",0.00883947494226611,11.3668859732175,6.82182360743065
"8283","AT4G28590","AtECB1",0.0088343168051942,1.76904677371205,6.82266571523542
"8281","AT1G26230","Cpn60beta4",0.00882155454828661,5.02945936306509,6.82475137247535
"8280","AT5G15200","RPS9B",0.00882025973798016,85.9908669681487,6.82496314393842
"8278","AT1G63600","CRRSP4",0.00881330178356317,1.40341146453691,6.82610167818641
"8277","AT4G22900",NA,0.00880537575449015,0.591063591225068,6.82739971472567
"8275","AT4G17540",NA,0.00880113059953207,3.78141482303033,6.82809541937046
"8273","AT4G15920","AtSWEET17",0.00878645868473369,6.10460404627129,6.8305024693974
"8267","AT5G63940",NA,0.00872766611652596,7.62673730044089,6.84018837333579
"8264","AT3G23190",NA,0.00870974177993562,3.42636799190046,6.84315433717303
"8261","AT5G24520","ATTTG1",0.00870234190011067,15.8729351768089,6.84438058565259
"8260","AT5G33300",NA,0.00870066693325461,4.54204761297313,6.84465829238796
"8258","AT1G32950",NA,0.00868394486038379,0.639078321079813,6.84743371922301
"8246","AT5G02000",NA,0.00862561391437234,1.35134824770722,6.8571571427012
"8245","AT1G04340",NA,0.00862149351274958,5.82486584097727,6.85784647372391
"8244","AT1G08180","SMR2",0.00861802634145601,3.17004855035225,6.8584267765329
"8243","AT3G62120","AtProRS-Cyt",0.00861302561717249,25.3419311974587,6.85926416247365
"8242","AT3G10180",NA,0.00861062712661305,1.8957659883176,6.85966596928079
